record_id,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,temperature_c,humidity_pct,soil_ph,rainfall_mm,soil_moisture_pct,organic_matter_pct,sunlight_hours,altitude_m,soil_type,region,state,season,irrigation_method,crop_label
SF-00200,107.60,40.80,50.90,18.90,54.50,7.10,640.80,27.50,1.68,10.40,754.00,loam,north,Haryana,rabi,canal,wheat
SF-00810,40.20,49.80,45.60,23.50,61.60,7.50,660.70,27.10,1.84,9.70,279.00,loam,west,Goa,rabi,rainfed,chickpea
SF-01633,111.90,64.70,92.60,28.90,80.50,6.10,1821.70,49.60,3.24,10.10,449.00,loam,east,Odisha,kharif,drip,banana
SF-01562,116.90,59.10,97.20,30.80,85.60,6.20,1469.30,49.60,2.71,8.80,500.00,black,coastal,Goa,kharif,drip,banana
SF-01449,52.70,51.80,43.50,22.90,59.70,6.30,633.60,25.00,1.79,10.70,327.00,loam,south,Andhra Pradesh,kharif,sprinkler,groundnut
SF-01436,38.00,46.90,40.00,23.00,83.00,6.80,777.30,30.30,1.48,9.40,433.00,sandy_loam,south,Karnataka,kharif,drip,blackgram
SF-01086,41.60,49.10,35.20,12.20,45.70,6.90,574.40,24.20,1.38,8.50,833.00,silty_loam,central,Madhya Pradesh,rabi,sprinkler,lentil
SF-00549,75.10,47.20,63.90,29.70,57.40,6.40,896.90,27.20,1.57,11.90,447.00,red,south,Karnataka,kharif,drip,cotton
SF-00479,106.20,53.10,89.80,28.00,75.20,6.60,1713.40,70.70,2.29,9.20,752.00,alluvial,south,Karnataka,kharif,drip,sugarcane
SF-01587,117.40,62.00,94.60,29.60,84.10,6.60,1730.60,64.00,2.71,10.00,644.00,loam,east,Assam,kharif,drip,banana
SF-01246,30.70,49.60,45.10,24.90,72.30,7.00,690.70,30.10,1.86,9.90,168.00,loam,plateau,Karnataka,zaid,rainfed,mungbean
SF-01808,72.50,33.20,66.90,12.10,70.50,6.20,1780.00,43.10,4.05,8.50,2300.00,sandy_loam,north,Haryana,perennial,drip,apple
SF-01207,35.90,45.60,33.60,27.20,63.80,7.00,734.10,36.00,1.71,10.20,632.00,sandy_loam,plateau,Jharkhand,zaid,rainfed,mungbean
SF-00671,99.10,50.20,70.30,30.00,80.00,6.60,2673.70,61.10,2.24,9.10,287.00,silty_loam,east,West Bengal,kharif,rainfed,jute
SF-00531,66.60,35.10,49.90,29.60,46.50,7.50,623.00,33.20,2.11,9.20,920.00,red,central,Madhya Pradesh,kharif,sprinkler,cotton
SF-01035,35.20,51.90,54.60,24.10,61.80,6.70,732.20,34.00,2.27,8.60,869.00,sandy_loam,west,Gujarat,rabi,sprinkler,kidneybeans
SF-00311,104.30,37.80,61.50,17.90,71.80,7.20,854.40,43.50,2.39,9.10,737.00,loam,central,Chhattisgarh,zaid,canal,maize
SF-00057,98.00,58.20,79.20,30.80,77.70,6.50,2196.60,72.80,3.02,7.90,523.00,silty_loam,east,Assam,kharif,canal,rice
SF-00614,86.40,41.90,66.10,27.90,81.50,7.00,2023.20,73.40,2.26,7.70,460.00,clay,coastal,Tamil Nadu,kharif,rainfed,jute
SF-00786,26.40,58.70,44.00,26.60,38.30,7.20,441.70,20.90,1.60,10.60,636.00,sandy_loam,central,Madhya Pradesh,rabi,sprinkler,chickpea
SF-01240,18.90,40.80,39.00,24.70,59.50,7.00,695.30,37.70,1.28,9.30,96.00,sandy_loam,west,Gujarat,kharif,drip,mungbean
SF-01256,32.20,40.00,44.50,28.10,62.60,6.40,733.10,29.70,1.44,10.30,952.00,sandy_loam,plateau,Chhattisgarh,zaid,rainfed,mungbean
SF-01572,98.00,61.60,86.00,28.60,77.80,6.10,1694.90,65.90,2.98,9.60,446.00,loam,coastal,Andhra Pradesh,perennial,drip,banana
SF-00044,84.90,41.50,59.70,25.30,86.20,6.90,1780.40,64.80,2.60,8.50,196.00,alluvial,coastal,Goa,perennial,canal,rice
SF-00101,110.60,43.70,71.10,27.70,81.20,6.40,1753.90,72.20,3.30,7.80,337.00,silty_loam,south,Tamil Nadu,perennial,canal,rice
SF-00275,78.50,34.50,63.80,24.80,77.20,6.70,714.90,47.70,2.41,10.00,898.00,sandy_loam,north,Uttarakhand,kharif,canal,maize
SF-01345,41.40,41.30,37.90,27.10,58.20,6.90,845.20,28.80,2.15,9.10,288.00,loam,east,Odisha,kharif,drip,blackgram
SF-00354,73.60,50.10,55.80,23.20,58.00,6.40,746.60,32.00,1.70,9.40,452.00,red,north,Uttar Pradesh,kharif,drip,maize
SF-00102,105.10,45.50,71.10,23.70,87.00,6.10,2136.40,63.00,3.05,8.30,560.00,clay,south,Telangana,kharif,canal,rice
SF-01252,29.50,45.80,34.20,25.30,73.80,6.20,677.10,26.40,1.52,9.40,294.00,sandy_loam,plateau,Jharkhand,kharif,drip,mungbean
SF-01062,45.00,48.20,65.20,23.30,65.60,6.70,506.10,27.60,1.66,6.90,606.00,red,west,Rajasthan,kharif,sprinkler,kidneybeans
SF-01539,51.60,49.30,56.90,22.00,53.90,7.40,924.40,27.60,1.87,10.30,108.00,sandy_loam,coastal,Odisha,kharif,sprinkler,groundnut
SF-00108,101.30,49.40,49.50,31.60,81.70,6.30,2583.00,79.50,2.37,7.10,346.00,silty_loam,south,Telangana,perennial,canal,rice
SF-01700,86.10,42.10,78.10,14.10,72.40,5.30,802.30,43.10,2.10,7.80,1760.00,silty_loam,hill,Arunachal Pradesh,rabi,sprinkler,potato
SF-00498,68.80,37.20,65.20,26.20,34.30,6.50,815.50,32.80,2.28,10.90,517.00,loam,south,Tamil Nadu,kharif,sprinkler,cotton
SF-01901,60.40,41.10,63.70,16.30,61.30,6.10,891.00,46.80,3.29,6.80,2042.00,sandy_loam,north,Haryana,perennial,sprinkler,apple
SF-00811,31.30,52.70,41.70,18.10,65.30,7.80,442.80,23.00,1.35,9.90,538.00,sandy_loam,central,Chhattisgarh,rabi,rainfed,chickpea
SF-01575,108.40,63.20,113.90,29.00,86.20,6.60,1813.90,53.00,3.28,10.40,692.00,loam,east,Jharkhand,perennial,drip,banana
SF-01376,40.80,49.50,47.10,30.30,73.20,6.40,820.40,42.20,1.99,10.40,309.00,sandy_loam,coastal,Goa,kharif,drip,blackgram
SF-01520,39.90,54.00,56.40,27.40,44.60,7.00,792.70,22.50,1.67,11.10,522.00,loam,south,Kerala,zaid,sprinkler,groundnut
SF-01243,26.80,43.20,53.80,23.50,57.00,7.10,666.00,31.90,2.09,9.10,194.00,red,south,Telangana,kharif,drip,mungbean
SF-01849,53.00,42.00,66.90,14.20,58.10,5.60,891.20,50.20,2.50,6.90,2257.00,sandy_loam,north,Uttarakhand,perennial,sprinkler,apple
SF-00681,74.00,39.40,63.80,29.40,76.00,6.80,2249.30,78.00,2.42,7.10,205.00,clay,east,Bihar,kharif,flood,jute
SF-00073,116.20,47.70,59.80,27.70,83.70,6.40,1820.90,63.50,2.96,7.20,164.00,alluvial,coastal,Kerala,kharif,canal,rice
SF-00694,85.20,42.90,62.10,29.20,84.20,6.40,2264.50,72.90,2.72,8.60,595.00,alluvial,coastal,Kerala,kharif,flood,jute
SF-01202,35.20,51.40,50.60,24.30,65.70,7.10,645.50,28.40,1.92,8.60,273.00,sandy_loam,west,Maharashtra,zaid,drip,mungbean
SF-01121,41.10,55.50,35.00,24.30,49.30,6.90,267.60,26.40,1.41,8.80,387.00,sandy_loam,north,Jammu and Kashmir,rabi,rainfed,lentil
SF-00987,47.10,43.90,48.80,23.40,57.60,6.60,660.00,23.60,1.91,8.00,1150.00,sandy_loam,central,Chhattisgarh,kharif,sprinkler,kidneybeans
SF-00482,76.00,43.10,52.00,28.10,42.40,6.90,955.80,30.20,1.67,9.80,365.00,loam,central,Madhya Pradesh,kharif,sprinkler,cotton
SF-01027,37.90,32.30,54.40,20.50,68.20,6.90,585.20,34.30,1.91,8.60,860.00,loam,hill,Jammu and Kashmir,rabi,sprinkler,kidneybeans
SF-00507,58.40,39.90,40.70,31.20,50.90,7.80,555.20,37.30,1.72,10.30,215.00,black,south,Tamil Nadu,kharif,drip,cotton
SF-00621,98.80,33.60,64.10,27.30,90.30,6.60,1845.70,70.50,2.33,9.30,350.00,clay,east,Odisha,kharif,flood,jute
SF-01760,70.60,55.70,78.00,21.40,56.70,5.60,685.80,42.90,2.33,7.70,1767.00,silty_loam,central,Chhattisgarh,rabi,drip,potato
SF-01910,52.90,52.00,49.70,10.60,68.20,6.00,1132.40,53.90,3.59,7.20,2050.00,silty_loam,north,Punjab,perennial,sprinkler,apple
SF-01558,44.50,58.10,47.60,22.90,55.50,6.80,880.90,19.30,0.95,11.10,220.00,loam,coastal,Andhra Pradesh,kharif,sprinkler,groundnut
SF-01702,90.90,50.40,92.60,19.10,80.00,5.90,757.60,40.70,2.50,7.30,864.00,loam,hill,Jammu and Kashmir,rabi,drip,potato
SF-01023,49.30,47.60,50.20,24.60,78.90,7.00,648.60,31.80,1.92,8.50,1532.00,sandy_loam,west,Maharashtra,rabi,sprinkler,kidneybeans
SF-01395,28.40,47.80,35.40,23.50,54.90,7.10,629.40,34.20,2.19,9.60,562.00,loam,south,Telangana,kharif,drip,blackgram
SF-00406,111.70,46.20,81.80,33.60,70.80,6.50,1894.80,69.50,3.06,9.00,400.00,black,coastal,Kerala,kharif,canal,sugarcane
SF-00652,89.20,42.20,69.70,26.70,92.50,6.30,2056.50,64.10,3.42,8.20,277.00,silty_loam,east,Jharkhand,kharif,flood,jute
SF-01097,36.10,46.10,39.70,14.10,32.20,6.40,370.80,21.30,1.84,9.00,710.00,sandy_loam,hill,Himachal Pradesh,rabi,rainfed,lentil
SF-00310,92.90,54.20,55.50,22.80,53.90,6.80,592.70,43.40,2.47,9.80,545.00,sandy_loam,plateau,Karnataka,kharif,sprinkler,maize
SF-00227,81.20,40.20,54.00,21.60,58.70,7.40,716.70,41.00,1.98,11.00,658.00,alluvial,north,Jammu and Kashmir,rabi,canal,wheat
SF-01635,133.80,46.00,99.60,29.40,83.20,6.60,1919.60,72.00,3.46,10.40,225.00,alluvial,coastal,Tamil Nadu,perennial,drip,banana
SF-00655,113.00,39.50,44.70,30.00,83.60,6.70,2300.60,67.10,2.55,8.40,564.00,silty_loam,coastal,Tamil Nadu,kharif,rainfed,jute
SF-01472,50.80,47.50,45.50,28.20,60.50,6.80,983.60,25.30,1.56,9.90,382.00,red,south,Telangana,kharif,drip,groundnut
SF-01390,37.00,41.40,43.50,28.60,60.50,6.70,884.70,25.70,1.72,10.00,516.00,black,south,Karnataka,kharif,rainfed,blackgram
SF-01266,29.20,35.20,51.80,28.70,55.50,6.80,833.50,41.50,1.83,10.20,248.00,loam,central,Chhattisgarh,kharif,drip,mungbean
SF-00149,97.30,50.70,56.10,17.50,54.60,6.90,623.70,28.40,1.90,9.60,576.00,loam,plateau,Chhattisgarh,rabi,canal,wheat
SF-00835,41.50,61.30,47.90,11.30,50.20,7.60,488.70,24.20,1.45,8.90,1060.00,black,central,Chhattisgarh,rabi,rainfed,chickpea
SF-01533,52.70,66.20,58.60,22.70,55.30,7.20,768.90,31.30,1.73,10.70,342.00,red,south,Karnataka,zaid,sprinkler,groundnut
SF-00765,30.30,45.30,48.60,29.80,56.20,7.30,529.90,17.70,1.40,7.90,1032.00,sandy_loam,west,Maharashtra,rabi,sprinkler,chickpea
SF-00753,32.60,47.40,49.30,21.80,53.60,6.70,362.80,26.10,1.59,10.60,1071.00,loam,west,Maharashtra,rabi,rainfed,chickpea
SF-01898,54.60,47.30,42.30,15.30,67.00,5.90,1006.90,52.60,4.27,8.20,2807.00,sandy_loam,north,Himachal Pradesh,perennial,drip,apple
SF-01692,81.30,40.80,71.00,20.20,61.30,5.40,739.40,42.40,2.53,7.50,1167.00,silty_loam,hill,Himachal Pradesh,rabi,drip,potato
SF-01134,37.40,37.80,47.00,16.20,42.20,6.80,552.50,19.20,1.52,9.10,818.00,sandy_loam,east,Odisha,rabi,sprinkler,lentil
SF-01714,92.50,50.30,100.00,10.50,69.50,5.70,735.50,39.50,2.53,7.20,1583.00,loam,central,Madhya Pradesh,rabi,drip,potato
SF-01115,31.90,56.50,38.40,9.00,61.60,7.20,415.40,23.20,1.45,9.70,766.00,sandy_loam,hill,Arunachal Pradesh,rabi,rainfed,lentil
SF-01179,42.70,49.80,38.90,19.10,61.30,6.20,533.10,22.70,1.58,8.30,850.00,loam,north,Jammu and Kashmir,rabi,sprinkler,lentil
SF-00287,99.10,51.40,44.90,24.00,62.80,7.30,778.10,37.00,2.72,9.30,781.00,loam,plateau,Chhattisgarh,kharif,canal,maize
SF-01544,40.60,56.40,52.30,25.30,41.00,7.00,714.30,29.70,1.80,10.10,120.00,loam,coastal,Goa,zaid,sprinkler,groundnut
SF-00680,105.50,40.80,57.50,29.70,80.30,6.90,1789.60,69.60,2.24,7.80,590.00,clay,east,Odisha,kharif,flood,jute
SF-00737,38.70,52.30,51.50,21.10,53.00,7.10,441.50,23.60,1.22,10.00,291.00,sandy_loam,central,Madhya Pradesh,rabi,rainfed,chickpea
SF-01576,102.10,55.10,100.60,33.40,80.50,7.00,1746.50,55.20,3.35,10.10,572.00,loam,east,Odisha,kharif,flood,banana
SF-01865,61.10,34.20,53.50,15.20,69.40,6.20,1456.20,40.70,3.34,6.40,2179.00,silty_loam,north,Uttarakhand,rabi,sprinkler,apple
SF-00977,31.40,46.70,56.50,16.50,60.50,7.30,688.20,22.20,2.03,8.00,1102.00,sandy_loam,north,Haryana,kharif,sprinkler,kidneybeans
SF-01182,32.60,41.10,36.60,16.50,58.50,7.60,435.80,25.90,1.69,8.80,872.00,sandy_loam,central,Madhya Pradesh,rabi,sprinkler,lentil
SF-01740,90.70,56.20,66.70,22.10,60.20,5.70,814.40,47.20,1.85,6.80,1620.00,sandy_loam,central,Madhya Pradesh,rabi,sprinkler,potato
SF-01042,51.50,34.30,49.80,21.30,64.60,6.40,461.70,24.30,2.21,7.90,754.00,loam,central,Chhattisgarh,rabi,drip,kidneybeans
SF-00589,68.20,40.60,57.20,27.00,49.20,6.40,799.90,30.40,2.12,9.80,380.00,loam,central,Madhya Pradesh,kharif,sprinkler,cotton
SF-01642,116.10,61.40,85.40,29.50,87.90,6.40,1665.90,59.60,2.74,10.50,618.00,alluvial,south,Telangana,kharif,flood,banana
SF-00707,89.50,39.50,65.30,24.00,88.30,6.20,1766.70,66.80,3.42,9.50,453.00,clay,east,Bihar,kharif,flood,jute
SF-00983,44.80,33.90,63.10,21.90,66.90,7.00,543.90,26.20,1.57,8.30,1104.00,red,central,Chhattisgarh,kharif,drip,kidneybeans
SF-01290,25.20,48.40,32.20,31.50,66.20,7.30,783.60,30.90,1.50,9.60,494.00,red,west,Goa,zaid,rainfed,mungbean
SF-01367,30.80,47.10,48.70,30.60,57.60,6.30,663.50,39.70,2.07,9.00,197.00,black,coastal,Tamil Nadu,kharif,rainfed,blackgram
SF-00924,45.90,45.30,50.90,26.80,56.40,7.00,836.80,29.40,1.74,9.60,622.00,black,plateau,Telangana,kharif,drip,pigeonpea
SF-00494,64.50,37.80,65.20,27.30,49.20,6.90,823.80,23.40,1.89,10.20,763.00,red,west,Maharashtra,kharif,sprinkler,cotton
SF-01739,78.10,49.20,88.70,22.20,76.00,6.10,767.80,37.80,2.01,7.50,1000.00,sandy_loam,hill,Jammu and Kashmir,rabi,sprinkler,potato
SF-00278,89.20,37.30,57.60,24.50,51.00,6.70,689.50,29.20,2.25,9.80,732.00,loam,plateau,Karnataka,kharif,sprinkler,maize
SF-01774,67.60,45.90,85.10,16.20,79.20,5.90,634.40,43.70,2.60,7.10,1855.00,sandy_loam,north,Haryana,rabi,sprinkler,potato
SF-00359,72.20,33.40,40.40,27.50,64.30,6.80,641.50,51.20,2.00,9.60,814.00,red,plateau,Jharkhand,kharif,drip,maize
SF-01798,90.90,65.30,89.50,17.00,74.10,6.10,675.60,32.50,1.68,7.70,2142.00,loam,north,Uttar Pradesh,rabi,drip,potato
SF-00237,98.00,46.40,47.60,16.60,53.20,6.40,684.70,33.50,2.23,9.80,871.00,alluvial,north,Uttarakhand,rabi,sprinkler,wheat
SF-00552,72.70,28.00,53.90,27.20,46.30,7.70,827.90,33.40,1.60,10.50,247.00,black,central,Chhattisgarh,kharif,drip,cotton
SF-01794,59.90,53.10,88.10,20.80,74.50,5.80,782.60,53.50,2.61,7.70,2394.00,silty_loam,hill,Arunachal Pradesh,rabi,sprinkler,potato
SF-00825,25.70,54.70,49.00,25.30,58.70,8.50,493.80,23.90,1.34,9.90,630.00,sandy_loam,west,Maharashtra,rabi,rainfed,chickpea
SF-00209,78.10,43.10,60.40,13.50,60.80,7.00,728.10,37.00,1.77,8.50,644.00,loam,central,Madhya Pradesh,rabi,canal,wheat
SF-01331,41.40,51.20,51.00,26.30,59.80,6.90,926.20,32.90,2.15,9.40,395.00,loam,coastal,Tamil Nadu,kharif,rainfed,blackgram
SF-01502,59.00,56.30,55.70,27.70,51.10,6.60,792.00,30.70,1.48,9.90,439.00,red,west,Maharashtra,zaid,drip,groundnut
SF-00059,95.30,47.20,61.80,32.50,87.20,6.30,2107.00,70.30,2.42,6.80,375.00,clay,coastal,Andhra Pradesh,kharif,flood,rice
SF-01526,41.90,41.80,42.80,21.10,58.00,6.90,874.10,21.20,2.06,10.90,401.00,loam,coastal,Kerala,zaid,drip,groundnut
SF-01519,42.90,55.60,45.40,26.60,58.60,7.00,899.40,31.40,1.73,10.80,277.00,sandy_loam,plateau,Jharkhand,zaid,sprinkler,groundnut
SF-00364,114.80,47.30,74.10,20.20,86.80,6.70,1945.20,51.40,2.48,9.40,726.00,loam,central,Chhattisgarh,perennial,flood,sugarcane
SF-01011,46.70,49.90,45.50,17.60,54.10,6.90,614.80,32.90,1.87,9.10,1008.00,sandy_loam,central,Madhya Pradesh,rabi,drip,kidneybeans
SF-00619,100.10,36.10,54.30,28.70,84.20,7.30,2212.90,59.90,2.80,8.80,332.00,clay,east,West Bengal,kharif,flood,jute
SF-01076,28.70,27.30,41.90,22.30,39.00,6.50,404.70,29.00,2.38,8.40,869.00,sandy_loam,central,Madhya Pradesh,kharif,sprinkler,kidneybeans
SF-01543,40.70,44.00,64.70,29.70,54.70,6.30,892.30,20.90,1.58,10.10,317.00,red,coastal,Tamil Nadu,kharif,drip,groundnut
SF-01178,31.20,56.00,42.50,17.30,41.50,6.30,335.40,18.00,1.77,8.70,448.00,sandy_loam,north,Jammu and Kashmir,rabi,sprinkler,lentil
SF-00775,40.40,48.20,47.10,16.30,40.50,7.80,453.80,14.90,2.30,9.00,538.00,black,central,Chhattisgarh,rabi,rainfed,chickpea
SF-00937,40.50,50.70,50.50,28.60,61.10,7.70,846.20,36.70,2.04,10.60,245.00,loam,central,Chhattisgarh,kharif,rainfed,pigeonpea
SF-01174,26.90,43.00,47.30,23.50,41.70,6.70,452.80,22.60,1.51,8.70,1234.00,sandy_loam,central,Chhattisgarh,rabi,rainfed,lentil
SF-00119,103.20,40.30,49.30,27.60,78.70,6.40,2153.70,72.00,2.60,8.50,222.00,alluvial,east,West Bengal,perennial,canal,rice
SF-01744,84.30,42.90,115.20,20.00,71.30,5.60,645.50,50.40,2.20,7.90,937.00,loam,hill,Jammu and Kashmir,rabi,sprinkler,potato
SF-00706,94.30,39.20,60.30,28.70,84.40,6.60,1796.60,70.50,2.37,7.90,315.00,alluvial,east,Odisha,kharif,flood,jute
SF-00523,71.70,30.20,66.80,28.30,53.90,7.60,756.60,28.70,1.58,10.40,481.00,black,central,Madhya Pradesh,kharif,sprinkler,cotton
SF-00514,72.10,37.70,55.50,27.80,53.50,6.70,804.90,27.30,2.48,11.20,557.00,red,west,Goa,kharif,sprinkler,cotton
SF-00082,104.90,44.40,62.60,30.00,83.40,6.00,2331.00,79.90,2.71,8.10,607.00,alluvial,east,Bihar,kharif,flood,rice
SF-01165,36.00,48.00,43.40,16.50,53.20,6.60,339.60,24.60,1.54,9.40,867.00,silty_loam,east,Jharkhand,rabi,rainfed,lentil
SF-00932,51.20,51.80,42.30,25.90,55.90,7.20,918.20,30.40,2.18,9.10,784.00,red,plateau,Telangana,kharif,rainfed,pigeonpea
SF-00381,106.40,49.50,55.50,21.00,83.60,7.00,1537.70,60.00,3.01,10.30,478.00,alluvial,coastal,Tamil Nadu,kharif,canal,sugarcane
SF-01625,121.60,61.70,97.00,30.20,90.70,6.40,1920.50,64.00,2.93,9.60,358.00,loam,east,Assam,kharif,drip,banana
SF-00085,99.10,46.10,56.10,31.50,81.60,6.70,2064.10,70.20,2.46,7.50,686.00,silty_loam,east,Odisha,kharif,flood,rice
SF-01615,96.70,64.10,110.10,24.50,81.80,6.40,1468.40,64.90,3.44,9.40,305.00,black,east,Bihar,perennial,flood,banana
SF-00330,81.20,37.20,71.30,26.00,65.00,6.50,763.00,26.30,2.52,9.80,555.00,loam,west,Rajasthan,kharif,canal,maize
SF-01323,40.60,51.80,32.70,28.90,52.10,6.70,891.60,25.10,1.47,9.60,789.00,black,coastal,Goa,kharif,drip,blackgram
SF-01746,90.30,51.10,89.70,24.90,75.40,6.00,1033.40,47.40,2.29,7.10,1311.00,loam,north,Himachal Pradesh,rabi,drip,potato
SF-01186,30.20,42.50,51.70,10.80,60.70,7.70,480.80,23.60,2.20,8.30,529.00,sandy_loam,east,Bihar,rabi,rainfed,lentil
SF-01524,45.30,48.40,62.70,28.10,52.20,6.40,964.90,18.60,1.25,10.40,417.00,sandy_loam,west,Rajasthan,zaid,drip,groundnut
SF-00803,31.40,59.90,42.30,23.40,30.60,7.00,485.70,32.30,1.38,9.90,864.00,sandy_loam,central,Chhattisgarh,rabi,rainfed,chickpea
SF-00452,99.70,48.70,87.60,29.80,66.40,6.80,1786.70,65.40,2.86,7.50,552.00,alluvial,south,Andhra Pradesh,kharif,drip,sugarcane
SF-00491,57.90,31.50,52.60,29.20,54.10,7.40,942.60,38.10,1.94,10.60,729.00,red,central,Madhya Pradesh,kharif,drip,cotton
SF-01424,37.80,36.00,55.00,30.70,73.00,6.00,729.70,31.80,2.23,9.20,452.00,loam,coastal,Odisha,kharif,drip,blackgram
SF-00288,91.50,29.60,46.20,27.40,62.10,6.50,740.80,38.60,2.30,10.10,-56.00,sandy_loam,plateau,Telangana,kharif,drip,maize
SF-00837,31.00,54.50,52.40,20.90,42.70,7.00,462.00,21.50,1.85,9.80,845.00,black,west,Maharashtra,rabi,rainfed,chickpea
SF-01906,69.40,39.00,64.40,15.80,71.10,6.00,1017.40,42.50,3.81,7.50,1991.00,silty_loam,hill,Arunachal Pradesh,rabi,sprinkler,apple
SF-01377,44.70,55.30,41.80,31.20,79.50,6.70,739.90,36.30,1.72,9.60,946.00,black,east,Odisha,kharif,rainfed,blackgram
SF-01827,59.90,39.00,78.10,19.40,61.10,5.70,951.80,39.40,3.68,8.10,1713.00,silty_loam,hill,Sikkim,rabi,sprinkler,apple
SF-00651,71.60,38.60,53.10,29.20,84.20,6.70,2102.70,70.10,2.84,8.60,309.00,clay,coastal,Andhra Pradesh,kharif,rainfed,jute
SF-00963,42.40,42.30,42.60,20.90,48.20,6.60,594.90,25.50,2.05,8.40,715.00,red,north,Uttar Pradesh,rabi,sprinkler,kidneybeans
SF-01638,121.90,62.30,104.80,28.90,83.70,6.70,2102.00,56.90,2.56,9.10,634.00,loam,south,Karnataka,kharif,flood,banana
SF-01197,36.80,53.00,42.00,19.80,53.80,7.20,358.00,23.60,1.59,7.80,234.00,loam,central,Chhattisgarh,rabi,sprinkler,lentil
SF-00808,45.20,59.50,46.40,15.00,58.80,7.50,378.50,24.00,2.73,9.50,415.00,loam,north,Himachal Pradesh,rabi,rainfed,chickpea
SF-00846,41.90,46.50,42.50,28.90,57.40,6.60,906.70,31.60,1.72,9.30,597.00,red,central,Chhattisgarh,kharif,rainfed,pigeonpea
SF-01913,83.50,42.20,72.90,11.90,66.20,6.20,701.70,40.50,2.87,7.10,1699.00,loam,north,Punjab,perennial,drip,apple
SF-01589,109.50,60.10,76.60,27.90,84.70,6.10,1760.80,67.40,3.89,9.30,202.00,loam,south,Andhra Pradesh,kharif,flood,banana
SF-00328,104.10,32.60,67.70,28.00,66.70,6.30,872.10,37.10,2.21,9.30,90.00,sandy_loam,west,Gujarat,zaid,drip,maize
SF-01493,46.40,55.70,52.60,30.80,49.30,6.90,961.40,29.40,1.95,11.20,409.00,loam,coastal,Tamil Nadu,zaid,drip,groundnut
SF-01001,38.20,39.20,59.00,18.50,79.00,6.60,822.10,29.20,2.28,8.00,905.00,loam,west,Gujarat,rabi,drip,kidneybeans
SF-01038,35.70,46.20,48.50,20.20,59.80,6.50,604.40,34.60,1.44,8.70,1303.00,loam,hill,Uttarakhand,rabi,sprinkler,kidneybeans
SF-01887,44.40,38.80,75.10,15.90,66.50,6.10,1164.40,38.80,3.66,8.00,1967.00,sandy_loam,north,Haryana,perennial,sprinkler,apple
SF-00807,43.40,50.20,51.20,22.80,39.60,6.80,628.90,26.20,1.57,9.40,872.00,loam,north,Haryana,rabi,sprinkler,chickpea
SF-00178,97.10,36.30,36.60,17.40,59.20,7.40,813.70,40.70,1.67,9.30,940.00,alluvial,plateau,Chhattisgarh,rabi,canal,wheat
SF-00679,80.90,47.00,64.20,25.50,76.40,7.10,2101.20,62.00,2.58,8.70,338.00,silty_loam,east,Assam,kharif,flood,jute
SF-00880,45.10,41.20,60.60,30.20,58.00,6.50,856.60,32.40,2.06,9.60,544.00,loam,south,Kerala,kharif,drip,pigeonpea
SF-00087,121.30,34.70,49.20,25.00,80.60,6.20,1704.60,63.80,2.14,9.00,700.00,silty_loam,east,Bihar,kharif,canal,rice
SF-01353,27.00,40.80,41.40,25.90,62.50,6.90,778.00,33.50,2.27,9.10,272.00,black,south,Telangana,kharif,drip,blackgram
SF-01823,59.10,34.10,73.10,18.40,71.70,6.10,863.50,39.90,3.40,6.50,2623.00,loam,north,Haryana,rabi,drip,apple
SF-00458,136.40,42.80,91.70,23.60,69.90,6.10,1890.50,53.10,2.27,8.90,596.00,loam,west,Rajasthan,kharif,flood,sugarcane
SF-01757,72.40,48.40,94.40,20.40,66.60,5.80,720.40,49.50,2.41,7.30,1699.00,sandy_loam,hill,Uttarakhand,rabi,drip,potato
SF-00055,121.20,49.00,69.70,25.10,76.70,6.40,2063.40,73.40,2.42,7.70,426.00,silty_loam,coastal,Tamil Nadu,kharif,canal,rice
SF-01445,41.30,49.40,51.80,24.60,48.60,7.00,965.80,17.00,1.26,11.10,662.00,sandy_loam,plateau,Jharkhand,zaid,drip,groundnut
SF-00644,110.50,46.70,60.30,29.40,81.90,6.30,1844.80,70.30,2.55,7.60,345.00,clay,coastal,Andhra Pradesh,kharif,rainfed,jute
SF-00222,104.50,38.70,54.10,13.30,54.10,6.60,743.60,36.70,2.09,8.70,709.00,loam,plateau,Karnataka,rabi,canal,wheat
SF-00114,81.70,46.30,60.70,26.90,88.10,6.60,2011.00,56.70,2.76,7.80,452.00,silty_loam,coastal,Odisha,perennial,canal,rice
SF-01848,61.20,49.60,66.80,19.00,52.80,6.00,1182.70,51.80,3.65,7.90,2498.00,silty_loam,north,Himachal Pradesh,rabi,sprinkler,apple
SF-01180,35.20,46.40,42.40,15.40,55.80,7.40,497.70,26.80,2.04,9.00,1586.00,silty_loam,hill,Jammu and Kashmir,rabi,rainfed,lentil
SF-00915,45.20,46.80,48.20,19.20,50.50,6.90,945.60,22.50,1.98,8.80,549.00,loam,south,Tamil Nadu,kharif,rainfed,pigeonpea
SF-00175,100.20,44.40,50.40,18.20,69.10,6.80,693.70,39.10,2.38,9.50,105.00,alluvial,north,Punjab,rabi,canal,wheat
SF-00721,39.30,50.70,61.00,24.50,41.20,6.20,437.10,19.90,2.32,9.50,833.00,loam,central,Chhattisgarh,rabi,sprinkler,chickpea
